"Course number","Course title","Registration restrictions","Units","Type","Section","Session","Time","Days","Seats","Registered","Waitlist","Instructor","Room"
"","A Literary-Editorial Focus","","4.0","Lecture","32804D","001","4:30-7:20pm","Wednesday","12","0","0","Ellen Wayland-Smith","THH107"
"ENGL-606a","The Literary Landscape: Digital Toolkit","MC","2.0 units","Lecture","32805D","001","2:00-3:20pm","Wednesday","12","0","0","Sarah Mesle","THH112"
"ENGL-609a","Internship in Editing and Publishing: Eloquence and Ethics","","2.0 units, max 4","Lecture","32809D","001","2:00-3:20pm","Wednesday","12","0","0","David Ulin","DMC104"
"ENGL-640","Individual Writers","","4.0 units, max 12","Lecture","32814D","001","2:00-4:50pm","Monday","12","0","0","Maggie Nelson","DMC103"
"ENGL-650","Multicultural Literary Studies","","4.0 units, max 12","Lecture","32815D","001","2:00-4:50pm","Wednesday","12","0","0","Jane Hu","MRF206"
"ENGL-660","Studies in Genre","","4.0 units, max 12","Lecture","32816D","001","5:00-7:50pm","Wednesday","13","0","0","Elda Maria Roman","THH203"
"ENGL-678","Seminar in Film Theory and Medium Specificity","","4.0 units, max 8","Lecture","18191D","037","2:00-5:50pm","Thursday","15","0","0","Jennifer Wild","SCA216"
"ENGL-693","Graduate Nonfiction Form and Theory","MC","4.0 units, max 16","Lecture","32823D","001","2:00-4:50pm","Thursday","12","0","0","David Treuer","DMC103"
"ENGL-696","Graduate Poetry Writing Workshop","MC","4.0 units, max 16","Lecture","32826D","001","4:30-7:20pm","Thursday","12","0","0","Anna Journey","DMC209"
"ENGL-697","Graduate Fiction Writing Workshop","MC","4.0 units, max 16","Lecture","32827D","001","2:00-4:50pm","Tuesday","12","0","0","Danzy Senna","DMC103"
"ENGL-698","Graduate Poetry Form and Theory","C","4.0 units, max 16","Lecture","32828D","001","2:00-4:50pm","Tuesday","12","0","0","Susan Mccabe","WPH104"
"ENGL-703x","Academic Writing: Journal Articles and Dissertation Chapters","C","2.0 units","Lecture","32840D","001","4:30-7:20pm","Thursday","13","0","0","Ashley Cohen","TBD"
"ENGL-790","Research","","1.0-12.0 units","Lecture","32808D","001","TBA","","30","0","0","","OFFICE"
"ENGL-794a","Doctoral Dissertation","C","2.0 units","Lecture","32895D","001","TBA","","30","0","0","","OFFICE"
"ENGL-794b","Doctoral Dissertation","PC","2.0 units","Lecture","32896D","001","TBA","","30","0","0","","OFFICE"
"ENGL-794c","Doctoral Dissertation","PC","2.0 units","Lecture","32897D","001","TBA","","30","0","0","","OFFICE"
"ENGL-794d","Doctoral Dissertation","PC","2.0 units","Lecture","32898D","001","TBA","","30","0","0","","OFFICE"
"ENGL-794z","Doctoral Dissertation","PC","0.0 units","Lecture","32899D","001","TBA","","35","0","0","","OFFICE"
