Course number,Course title,Registration restrictions,Units,Type,Section,Session,Time,Days,Seats,Registered,Waitlist,Instructor,Room,Department
GERO-470,Aging and Business,,4.0 units,Lecture,36270R,1.0,9:00-11:50am,Thursday,25.0,0.0,0.0,Deborah Fui-Yuen Hoe,GER230,GERO
GERO-475,Ethical Issues in Geriatric Health Care,,4.0 units,Lecture,36275R,1.0,9:00-10:40am,"Tue, Thu",25.0,0.0,0.0,Caroline Cicero,GER125,GERO
GERO-478,"Genetics of Aging in UK, Ireland and the United States",,4.0 units,Lecture,36247R,703.0,TBA,MTuWThF,25.0,0.0,0.0,Sean Curran,OFFICE,GERO
GERO-483,Global Health and Aging,,4.0 units,Lecture,36257R,1.0,12:00-1:40pm,"Tue, Thu",25.0,0.0,0.0,Aaron Hagedorn,GER230,GERO
GERO-490x,Directed Research,C,"1.0-8.0 units, max 12",Lecture,36280D,1.0,TBA,,15.0,0.0,0.0,,OFFICE,GERO
GERO-491,Practicum,,"2.0-8.0 units, max 8",Lecture,36282D,1.0,2:00-4:50pm,Thursday,8.0,0.0,0.0,Aaron Hagedorn,GER125,GERO
GERO-495,Practicum in Geriatric Care,,4.0 units,Lecture,36289D,1.0,2:00-4:50pm,Monday,25.0,0.0,0.0,Roberto Vicinanza,GER230,GERO
GERO-497a,Honors Seminar,M,2.0 units,Lecture,36292D,1.0,TBA,,12.0,0.0,0.0,Tara Mastro,OFFICE,GERO
GERO-497b,Honors Seminar,PM,2.0 units,Lecture,36293D,1.0,TBA,,10.0,0.0,0.0,Tara Mastro,OFFICE,GERO
GERO-497c,Honors Seminar,PM,2.0-4.0 units,Lecture,36294D,1.0,TBA,,11.0,0.0,0.0,Tara Mastro,OFFICE,GERO
GERO-500,Perspectives on a Changing Society: An Introduction to Aging,,4.0 units,Lecture,36297R,1.0,1:00-3:50pm,Tuesday,65.0,0.0,0.0,Aaron Hagedorn,GER124,GERO
,,,,Lecture,36300R,60.0,3:00-5:50pm,Tuesday,50.0,0.0,0.0,Caroline Cicero,ONLINE,GERO
GERO-501,Applied Legal and Regulatory Issues in Aging,,4.0 units,Lecture,36351R,60.0,11:00-1:50pm,Monday,25.0,0.0,0.0,Julia Walsh,ONLINE,GERO
,,,,Lecture,36298R,1.0,11:00-1:50pm,Monday,25.0,0.0,0.0,Julia Walsh,GER230,GERO
GERO-502,Marketing and Shifts in Consumer Decision Making,,4.0 units,Lecture,36342R,60.0,9:00-11:50am,Monday,25.0,0.0,0.0,Joshua Johnson James Biggs,ONLINE,GERO
,,,,Lecture,36301R,1.0,9:00-11:50am,Monday,35.0,0.0,0.0,Joshua Johnson James Biggs,GER124,GERO
GERO-504,Current Issues in Aging Services Management,,4.0 units,Lecture,36304R,1.0,12:00-2:50pm,Friday,30.0,0.0,0.0,James Biggs Joshua Johnson,GER115,GERO
,,,,Lecture,36344R,60.0,12:00-2:50pm,Friday,25.0,0.0,0.0,,ONLINE,GERO
GERO-507,End of Life Care,,4.0 units,Lecture,36337R,60.0,9:00-11:50am,Wednesday,25.0,0.0,0.0,Susan Enguidanos,ONLINE,GERO
,,,,Lecture,36306R,1.0,9:00-11:50am,Wednesday,30.0,0.0,0.0,Susan Enguidanos,GER230,GERO
GERO-510,Physiology of Development and Aging,,4.0 units,Lecture,36309R,1.0,10:00-12:50pm,Tuesday,40.0,0.0,0.0,Changhan Lee,GER224,GERO
,,,,Lecture,36336R,60.0,10:00-12:50pm,Tuesday,25.0,0.0,0.0,Changhan Lee,ONLINE,GERO
GERO-511,Fundamentals of Clinical Nutrition Screening and Assessment,C,4.0 units,Lecture,36321D,1.0,3:30-6:20pm,Tuesday,25.0,0.0,0.0,Socorro Carranza,GER115,GERO
,,,,Lecture,36323D,60.0,3:30-6:20pm,Tuesday,15.0,0.0,0.0,Socorro Carranza,ONLINE,GERO
GERO-512,Communicating Nutrition and Health,C,2.0 units,Lecture,36310D,60.0,2:30-4:20pm,Wednesday,15.0,0.0,0.0,Carin Kreutzer,ONLINE,GERO
,,,,Lecture,36312D,1.0,2:30-4:20pm,Wednesday,30.0,0.0,0.0,Carin Kreutzer,GER115,GERO
GERO-513,Fundamentals of Nutrition: Macronutrients,C,2.0 units,Lecture,36311D,1.0,1:00-2:40pm,Tuesday,25.0,0.0,0.0,Roberto Vicinanza,GER115,GERO
,,,,Lecture,36313D,60.0,1:00-2:40pm,Tuesday,15.0,0.0,0.0,Roberto Vicinanza,ONLINE,GERO
GERO-515L,Food Production and Food Service Management,C,4.0 units,Lecture-Lab,36320D,60.0,12:00-2:00pm,Wednesday,15.0,0.0,0.0,Nick Padula,"ONLINE, ONLINE",GERO
,,,,Lecture-Lab,36324D,1.0,12:00-2:00pm,Wednesday,30.0,0.0,0.0,Nick Padula,"GER230, GER115",GERO
GERO-518,Current Topics in Clinical Nutrition,C,4.0 units,Lecture,36318D,60.0,9:00-11:50am,Friday,15.0,0.0,0.0,Carin Kreutzer,ONLINE,GERO
,,,,Lecture,36327D,1.0,9:00-11:50am,Friday,25.0,0.0,0.0,Carin Kreutzer,GER230,GERO
GERO-520,Life Span Developmental Psychology,,2.0-4.0 units,Lecture,36317R,1.0,1:00-3:50pm,Thursday,50.0,0.0,0.0,Elizabeth Zelinski Paul Nash,GER124,GERO
,,,,Lecture,36322R,60.0,1:00-3:50pm,Thursday,25.0,0.0,0.0,Elizabeth Zelinski Paul Nash,ONLINE,GERO
GERO-530,Life Span Developmental Sociology,,4.0 units,Lecture,36330R,1.0,9:00-11:50am,Wednesday,35.0,0.0,0.0,Paul Nash Lauren Brown,GER124,GERO
,,,,Lecture,36332R,60.0,9:00-11:50am,Wednesday,40.0,0.0,0.0,Paul Nash Lauren Brown,ONLINE,GERO
GERO-540,Social Policy and Aging,,4.0 units,Lecture,36333R,1.0,2:00-4:50pm,Wednesday,50.0,0.0,0.0,Kate Wilber Mireille Jacobson,GER224,GERO
,,,,Lecture,36340R,60.0,2:00-4:50pm,Wednesday,30.0,0.0,0.0,Kate Wilber Mireille Jacobson,ONLINE,GERO
GERO-555,Integrating Gerontology: A Multidisciplinary Approach,,4.0 units,Lecture,36354D,60.0,11:00-1:50pm,Thursday,25.0,0.0,0.0,Andrei Irimia,ONLINE,GERO
,,,,Lecture,36350D,1.0,11:00-1:50pm,Thursday,25.0,0.0,0.0,Andrei Irimia,GER125,GERO
GERO-564,"Multiple Chronic Conditions, Polypharmacy and Geriatric Synd",,4.0 units,Lecture,36364R,60.0,2:00-4:50pm,Thursday,25.0,0.0,0.0,Roberto Vicinanza,ONLINE,GERO
,,,,Lecture,36384R,1.0,2:00-4:50pm,Thursday,30.0,0.0,0.0,Roberto Vicinanza,GER115,GERO
GERO-566,Cognitive Decline: Alzheimer's Disease and Dementia and Adva,,4.0 units,Lecture,36358R,1.0,1:00-3:50pm,Tuesday,20.0,0.0,0.0,Daniel Nation,GER125,GERO
,,,,Lecture,36359R,60.0,1:00-3:50pm,Tuesday,25.0,0.0,0.0,Daniel Nation,ONLINE,GERO
GERO-567,"Prevention of Chronic Diseases through Nutrition, Physical A",,4.0 units,Lecture,36346R,60.0,10:00-12:50pm,Monday,25.0,0.0,0.0,Roberto Vicinanza Julie Pollard,ONLINE,GERO
,,,,Lecture,36347R,1.0,10:00-12:50pm,Monday,20.0,0.0,0.0,Roberto Vicinanza Julie Pollard,GER224,GERO
GERO-568,Adaptive Age-Friendly Environments and Injury Prevention,,4.0 units,Lecture,36348R,1.0,9:00-11:50am,Tuesday,25.0,0.0,0.0,Manuel Acevedo,GER230,GERO
,,,,Lecture,36349R,60.0,9:00-11:50am,Tuesday,25.0,0.0,0.0,Manuel Acevedo,ONLINE,GERO
GERO-574,Leadership and Management in Senior Living,,3.0 units,Lecture,36374D,1.0,9:30-11:50am,Friday,25.0,0.0,0.0,Joshua Johnson James Biggs,GER115,GERO
,,,,Lecture,36375D,60.0,9:30-11:50am,Friday,15.0,0.0,0.0,Joshua Johnson James Biggs,ONLINE,GERO
GERO-576,Finance and Senior Living,,3.0 units,Lecture,36356D,1.0,12:00-2:30pm,Monday,15.0,0.0,0.0,DeWayne Mc Mullin,GER125,GERO
,,,,Lecture,36376D,60.0,12:00-2:30pm,Monday,15.0,0.0,0.0,DeWayne Mc Mullin,ONLINE,GERO
GERO-578,Revenue Management for Senior Living,,2.0 units,Lecture,36378D,1.0,3:00-4:40pm,Monday,25.0,0.0,0.0,DeWayne Mc Mullin,GER125,GERO
,,,,Lecture,36379D,60.0,3:00-4:40pm,Monday,15.0,0.0,0.0,DeWayne Mc Mullin,ONLINE,GERO
GERO-589,Case Studies in Leadership and Change Management,,4.0 units,Lecture,36355R,1.0,9:00-11:50am,Wednesday,55.0,0.0,0.0,,GER224,GERO
,,,,Lecture,36369R,60.0,9:00-11:50am,Wednesday,50.0,0.0,0.0,,ONLINE,GERO
GERO-590,Directed Research,,1.0-12.0 units,Lecture,36303D,1.0,TBA,,10.0,0.0,0.0,Carin Kreutzer,OFFICE,GERO
,,,,Lecture,36305D,60.0,TBA,,10.0,0.0,0.0,Carin Kreutzer,ONLINE,GERO
,,,,Lecture,36360D,1.0,TBA,,15.0,0.0,0.0,,OFFICE,GERO
GERO-591,Field Practicum,,"1.0-12.0 units, max 12",Lecture,36326D,60.0,12:30-3:00pm,Friday,25.0,0.0,0.0,Carin Kreutzer Nick Padula,ONLINE,GERO
,,,,Lecture,36361D,60.0,2:00-4:50pm,Thursday,25.0,0.0,0.0,Aaron Hagedorn,ONLINE,GERO
,,,,Lecture,36365D,1.0,2:00-4:50pm,Thursday,25.0,0.0,0.0,Aaron Hagedorn,GER125,GERO
,,,,Lecture,36366D,1.0,12:30-3:00pm,Friday,25.0,0.0,0.0,Carin Kreutzer Nick Padula,GER230,GERO
GERO-593,Research Methods,,4.0 units,Lecture,36368R,1.0,9:00-11:50am,Thursday,55.0,0.0,0.0,Tara Mastro Michelle Keller,GER124,GERO
,,,,Lecture,36383R,60.0,9:00-11:50am,Thursday,50.0,0.0,0.0,Tara Mastro Michelle Keller,ONLINE,GERO
GERO-600,Geroscience: Molecular and Cellular Biology,,4.0 units,Lecture,36380D,1.0,1:00-2:50pm,Tuesday,15.0,0.0,0.0,Christian Pike,GER224,GERO
,,,,Discussion,36381R,1.0,1:00-2:50pm,Friday,15.0,0.0,0.0,Christian Pike,GER224,GERO
GERO-602a,Seminar on Discoveries in Biogerontology,,2.0 units,Lecture,36357D,1.0,11:00-12:40pm,Tuesday,15.0,0.0,0.0,Christian Pike Valter Longo,GER125,GERO
GERO-603,Research Integrity,,2.0 units,Lecture,36352D,1.0,3:00-4:40pm,Monday,15.0,0.0,0.0,Cristal Hill,GER115,GERO
GERO-604,Geroscience Scientific Writing,C,2.0 units,Lecture,36394D,1.0,12:00-1:40pm,Monday,15.0,0.0,0.0,Ryo Sanabria,GER124,GERO
GERO-614L,Laboratory Rotations in the Biology of Aging,C,"4.0 units, max 12",Lecture-Lab,36329D,1.0,TBA,,10.0,0.0,0.0,Sean Curran,OFFICE,GERO
GERO-619,Neuroscience of Human Aging,C,4.0 units,Lecture,36341D,1.0,2:00-4:50pm,Wednesday,15.0,0.0,0.0,Mara Mather,GER230,GERO
GERO-790,Research,,1.0-12.0 units,Lecture,36325D,60.0,TBA,,10.0,0.0,0.0,Sean Curran,ONLINE,GERO
,,,,Lecture,36328D,1.0,TBA,,10.0,0.0,0.0,Sean Curran,OFFICE &amp; ONLINE,GERO
,,,,Lecture,36385D,1.0,TBA,,25.0,0.0,0.0,Sean Curran,OFFICE,GERO
GERO-794a,Doctoral Dissertation,,2.0 units,Lecture,36335D,60.0,TBA,,10.0,0.0,0.0,,ONLINE,GERO
,,,,Lecture,36338D,1.0,TBA,,5.0,0.0,0.0,,OFFICE &amp; ONLINE,GERO
,,,,Lecture,36386D,1.0,TBA,,10.0,0.0,0.0,,OFFICE,GERO
GERO-794b,Doctoral Dissertation,P,2.0 units,Lecture,36339D,60.0,TBA,,5.0,0.0,0.0,,ONLINE,GERO
,,,,Lecture,36353D,1.0,TBA,,5.0,0.0,0.0,,OFFICE &amp; ONLINE,GERO
,,,,Lecture,36387D,1.0,TBA,,10.0,0.0,0.0,,OFFICE,GERO
GERO-794c,Doctoral Dissertation,P,2.0 units,Lecture,36367D,60.0,TBA,,5.0,0.0,0.0,,ONLINE,GERO
,,,,Lecture,36382D,1.0,TBA,,5.0,0.0,0.0,,OFFICE &amp; ONLINE,GERO
,,,,Lecture,36388D,1.0,TBA,,10.0,0.0,0.0,,OFFICE,GERO
GERO-794d,Doctoral Dissertation,P,2.0 units,Lecture,36371D,60.0,TBA,,5.0,0.0,0.0,,ONLINE,GERO
,,,,Lecture,36372D,1.0,TBA,,5.0,0.0,0.0,,OFFICE &amp; ONLINE,GERO
,,,,Lecture,36389D,1.0,TBA,,10.0,0.0,0.0,,OFFICE,GERO
GERO-794z,Doctoral Dissertation,P,0.0 units,Lecture,36373D,60.0,TBA,,10.0,0.0,0.0,,ONLINE,GERO
,,,,Lecture,36377D,1.0,TBA,,10.0,0.0,0.0,,OFFICE &amp; ONLINE,GERO
,,,,Lecture,36390D,1.0,TBA,,15.0,0.0,0.0,,OFFICE,GERO
HBIO-120,Introduction to Human and Evolutionary Biology,M,1.0 unit,Lecture,38409D,1.0,4:00-4:50pm,Monday,90.0,0.0,0.0,Helaine Lopes,WPHB27,HBIO
HBIO-200Lg,The Human Animal,,4.0 units,Lecture,38511R,1.0,2:00-3:20pm,"Mon, Wed",144.0,0.0,0.0,Chrisandra Kufeldt,MRF340,HBIO
,,,,Lab,38513R,1.0,8:00-9:50am,Monday,10.0,0.0,0.0,,PEDB13,HBIO
,,,,Lab,38515R,1.0,10:00-11:50am,Monday,10.0,0.0,0.0,,PEDB13,HBIO
,,,,Lab,38516R,1.0,12:00-1:50pm,Monday,10.0,0.0,0.0,,PEDB13,HBIO
,,,,Lab,38517R,1.0,2:00-3:50pm,Tuesday,10.0,0.0,0.0,,PEDB13,HBIO
,,,,Lab,38518R,1.0,4:00-5:50pm,Tuesday,10.0,0.0,0.0,,PEDB13,HBIO
,,,,Lab,38522R,1.0,6:00-7:50pm,Tuesday,10.0,0.0,0.0,,PEDB13,HBIO
,,,,Lab,38528R,1.0,9:00-10:50am,Friday,10.0,0.0,0.0,,PEDB13,HBIO
,,,,Lab,38537R,1.0,11:00-12:50pm,Friday,10.0,0.0,0.0,,PEDB13,HBIO
,,,,Lab,38538R,1.0,1:00-2:50pm,Friday,10.0,0.0,0.0,,PEDB13,HBIO
HBIO-202g,Nutrition for Life,,4.0 units,Lecture,38400R,1.0,2:00-3:20pm,"Tue, Thu",90.0,0.0,0.0,Gioia Polidori,SOSB2,HBIO
,,,,Lab,38401R,1.0,9:00-10:50am,Monday,10.0,0.0,0.0,Helaine Lopes,PEDB16,HBIO
,,,,Lab,38402R,1.0,11:00-12:50pm,Monday,10.0,0.0,0.0,Helaine Lopes,PEDB16,HBIO
,,,,Lab,38403R,1.0,4:00-5:50pm,Tuesday,10.0,0.0,0.0,Joshua Carlos,PEDB16,HBIO
,,,,Lab,38404R,1.0,6:00-7:50pm,Tuesday,10.0,0.0,0.0,Joshua Carlos,PEDB16,HBIO
,,,,Lab,38405R,1.0,8:00-9:50am,Thursday,10.0,0.0,0.0,Joshua Carlos,PEDB16,HBIO
,,,,Lab,38406R,1.0,10:00-11:50am,Thursday,10.0,0.0,0.0,Gudrun Floyd,PEDB16,HBIO
HBIO-205Lxg,The Science of Sport,,4.0 units,Lecture,38411R,1.0,10:00-10:50am,MWF,90.0,0.0,0.0,Helen (Eleni) Soultanakis,WPHB27,HBIO
,,,,Lecture,38420R,1.0,9:00-9:50am,MWF,54.0,0.0,0.0,Helen (Eleni) Soultanakis,WPHB27,HBIO
,,,,Lab,38412R,1.0,2:00-3:50pm,Monday,10.0,0.0,0.0,Joshua Carlos,PEDB16,HBIO
,,,,Lab,38413R,1.0,4:00-5:50pm,Monday,10.0,0.0,0.0,Joshua Carlos,PEDB16,HBIO
,,,,Lab,38414R,1.0,9:00-10:50am,Tuesday,10.0,0.0,0.0,Gudrun Floyd,PEDB16,HBIO
,,,,Lab,38415R,1.0,11:00-12:50pm,Tuesday,10.0,0.0,0.0,Lisa Le,PEDB16,HBIO
,,,,Lab,38416R,1.0,1:00-2:50pm,Tuesday,10.0,0.0,0.0,Lisa Le,PEDB16,HBIO
,,,,Lab,38422R,1.0,4:00-5:50pm,Wednesday,10.0,0.0,0.0,Lisa Le,PEDB16,HBIO
,,,,Lab,38423R,1.0,1:00-2:50pm,Thursday,10.0,0.0,0.0,Gudrun Floyd,PEDB16,HBIO
,,,,Lab,38424R,1.0,3:00-4:50pm,Thursday,10.0,0.0,0.0,,PEDB16,HBIO
HBIO-210Lg,Mediterranean and Healthy Lifestyles in the World,,4.0 units,Lecture,38452R,1.0,3:30-4:50pm,"Tue, Thu",35.0,0.0,0.0,Helen (Eleni) Soultanakis,,HBIO
,,,,Lab,38453R,1.0,10:00-11:50am,Friday,10.0,0.0,0.0,Gudrun Floyd,PEDB16,HBIO
,,,,Lab,38454R,1.0,12:00-1:50pm,Friday,10.0,0.0,0.0,Gudrun Floyd,PEDB16,HBIO
HBIO-250g,The Pharmacology of Performance-Enhancing Drugs,,4.0 units,Lecture,38429R,1.0,12:00-12:50pm,MWF,72.0,0.0,0.0,Kurt Kwast,SOSB2,HBIO
,,,,Discussion,38430R,1.0,4:00-4:50pm,Tuesday,10.0,0.0,0.0,,PED203,HBIO
,,,,Discussion,38431R,1.0,5:00-5:50pm,Tuesday,10.0,0.0,0.0,,PED203,HBIO
,,,,Discussion,38432R,1.0,12:00-12:50pm,Thursday,10.0,0.0,0.0,,PED203,HBIO
,,,,Discussion,38433R,1.0,1:00-1:50pm,Thursday,10.0,0.0,0.0,,PED203,HBIO
HBIO-300,"Evolution, Ecology, and Culture",,4.0 units,Lecture,38529R,1.0,4:00-6:50pm,Monday,35.0,0.0,0.0,Michael Campbell,DMC252,HBIO
HBIO-301L,Human Anatomy,,4.0 units,Lecture,38434R,1.0,9:00-9:50am,MWF,112.0,0.0,0.0,Kurt Kwast,THH202,HBIO
,,,,Lab,38435R,1.0,11:00-1:50pm,Wednesday,10.0,0.0,0.0,Joshua Carlos,PEDB7,HBIO
,,,,Lab,38436R,1.0,2:00-4:50pm,Wednesday,10.0,0.0,0.0,Joshua Carlos,PEDB7,HBIO
,,,,Lab,38438R,1.0,11:00-1:50pm,Thursday,10.0,0.0,0.0,Jose Ubeda,PEDB7,HBIO
,,,,Lab,38439R,1.0,2:00-4:50pm,Thursday,10.0,0.0,0.0,Jose Ubeda,PEDB7,HBIO
,,,,Lab,38440R,1.0,5:00-7:50pm,Thursday,10.0,0.0,0.0,Jose Ubeda,PEDB7,HBIO
,,,,Lab,38441R,1.0,11:00-1:50pm,Friday,10.0,0.0,0.0,Lisa Le,PEDB7,HBIO
,,,,Lab,38442R,1.0,2:00-4:50pm,Friday,10.0,0.0,0.0,Lisa Le,PEDB7,HBIO
HBIO-302L,Nutrition and Metabolism,P,4.0 units,Lecture,38443R,1.0,5:30-6:50pm,"Tue, Thu",50.0,0.0,0.0,Tito Borner,DMC156,HBIO
,,,,Lecture,38508R,1.0,8:00-9:20am,"Tue, Thu",50.0,0.0,0.0,Charles (Kiki) Crawford,DMC102,HBIO
,,,,Lab,38444R,1.0,2:00-4:50pm,Monday,10.0,0.0,0.0,Gudrun Floyd,ZHS460,HBIO
,,,,Lab,38445R,1.0,8:00-10:50am,Tuesday,10.0,0.0,0.0,,ZHS460,HBIO
,,,,Lab,38446R,1.0,11:00-1:50pm,Tuesday,10.0,0.0,0.0,,ZHS460,HBIO
,,,,Lab,38447R,1.0,8:00-10:50am,Wednesday,10.0,0.0,0.0,Gudrun Floyd,ZHS460,HBIO
,,,,Lab,38448R,1.0,11:00-1:50pm,Wednesday,10.0,0.0,0.0,Gudrun Floyd,ZHS460,HBIO
,,,,Lab,38449R,1.0,11:00-1:50pm,Thursday,10.0,0.0,0.0,,ZHS460,HBIO
,,,,Lab,38514R,1.0,2:00-4:50pm,Thursday,10.0,0.0,0.0,,ZHS460,HBIO
HBIO-308,Origins and Evolution of Human Behavior,,4.0 units,Lecture,38530R,1.0,3:30-4:50pm,"Tue, Thu",27.0,0.0,0.0,Chrisandra Kufeldt,LVL13,HBIO
HBIO-309,The Human Machine,,4.0 units,Lecture,38531R,1.0,2:00-3:20pm,"Tue, Thu",19.0,0.0,0.0,Chrisandra Kufeldt,DMC252,HBIO
HBIO-360L,Nutrition and Disease,P,4.0 units,Lecture,38541R,1.0,3:30-4:50pm,"Tue, Thu",80.0,0.0,0.0,Gioia Polidori,ZHS252,HBIO
,,,,Lab,38542R,1.0,11:00-12:50pm,Wednesday,10.0,0.0,0.0,Lisa Le,PED203,HBIO
,,,,Lab,38543R,1.0,2:00-3:50pm,Wednesday,10.0,0.0,0.0,Lisa Le,PED203,HBIO
,,,,Lab,38544R,1.0,5:00-6:50pm,Thursday,10.0,0.0,0.0,,PED203,HBIO
,,,,Lab,38545R,1.0,10:00-11:50am,Friday,10.0,0.0,0.0,Charles (Kiki) Crawford,PED203,HBIO
,,,,Lab,38546R,1.0,12:00-1:50pm,Friday,10.0,0.0,0.0,Charles (Kiki) Crawford,PED203,HBIO
HBIO-408L,Biomechanics,PC,4.0 units,Lecture,38480R,1.0,5:00-7:50pm,Monday,60.0,0.0,0.0,Laura Held,SLH102,HBIO
,,,,Lab,38481R,1.0,11:00-1:50pm,Tuesday,10.0,0.0,0.0,Shannon Cross,PEDB15A,HBIO
,,,,Lab,38482R,1.0,2:00-4:50pm,Tuesday,10.0,0.0,0.0,Shannon Cross,PEDB15A,HBIO
,,,,Lab,38483R,1.0,2:00-4:50pm,Wednesday,10.0,0.0,0.0,Shannon Cross,PEDB15A,HBIO
,,,,Lab,38484R,1.0,11:00-1:50pm,Thursday,10.0,0.0,0.0,Shannon Cross,PEDB15A,HBIO
HBIO-420L,Applied Human Physiology,P,4.0 units,Lecture,38488R,1.0,11:00-11:50am,MWF,45.0,0.0,0.0,Kurt Kwast,THH208,HBIO
,,,,Lab,38490R,1.0,2:00-4:50pm,Wednesday,10.0,0.0,0.0,Gudrun Floyd,PEDB13,HBIO
,,,,Lab,38491R,1.0,5:00-7:50pm,Wednesday,10.0,0.0,0.0,Joshua Carlos,PEDB13,HBIO
,,,,Lab,38492R,1.0,5:00-7:50pm,Thursday,10.0,0.0,0.0,Lisa Le,PEDB13,HBIO
HBIO-441L,Prevention of Athletic Injuries,P,4.0 units,Lecture-Lab,38502R,1.0,5:00-7:50pm,Monday,40.0,0.0,0.0,Helaine Lopes,PEDB15A,HBIO
HBIO-491,Laboratory Experience in Kinesiology,P,2.0-4.0 units,Lecture-Lab,38507D,1.0,TBA,,12.0,0.0,0.0,,OFFICE,HBIO
IML-140,Workshop in Multimedia Authoring,,2.0 units,,,,,,,,,,,IML
,Short Form Video Storytelling for the Web,,2.0,Lecture-Lab,37401R,1.0,4:00-5:50pm,Monday,20.0,0.0,0.0,Jeanne Jo,SCI207,IML
IML-201,The Languages of Digital Media,,4.0 units,Lecture-Lab,37402D,1.0,10:00-12:50pm,Tuesday,20.0,0.0,0.0,David Johnson,SCIL105,IML
IML-202,Media Arts and Practice Studio I,PM,4.0 units,Lecture-Lab,37404D,1.0,10:00-1:50pm,Thursday,15.0,0.0,0.0,Evan Hughes,SCIL106,IML
,,,,Lecture-Lab,37405D,1.0,10:00-1:50pm,Thursday,15.0,0.0,0.0,Michael Bodie,SCI106,IML
IML-230,Introduction to Visual Design,,4.0 units,Lecture-Lab,37411D,1.0,1:00-3:50pm,Monday,20.0,0.0,0.0,Renee Reizman,SCIL105,IML
IML-288,Introduction to Creative Coding,,4.0 units,Lecture-Lab,37412D,1.0,10:00-12:50pm,Monday,20.0,0.0,0.0,Jeanne Jo,SCI206,IML
IML-300,Introduction to Creative Web Programming,,4.0 units,Lecture-Lab,37413D,1.0,6:00-8:50pm,Tuesday,20.0,0.0,0.0,Qianqian Ye,SCI206,IML
IML-310,Professionalism for Media Arts,P,2.0 units,Lecture-Lab,37407D,1.0,10:00-11:50am,Wednesday,20.0,0.0,0.0,Ashley York,SCIL106,IML
IML-328,Introduction to Sound,,2.0 units,Lecture-Lab,37414D,1.0,1:00-3:50pm,Tuesday,20.0,0.0,0.0,Kim Zumpfe,SCI106,IML
IML-335,Introduction to Video,,2.0 units,Lecture-Lab,37415D,1.0,4:00-6:50pm,Wednesday,20.0,0.0,0.0,Ashley York,SCA310,IML
IML-346,Methods in Digital Research,PC,2.0 units,Lecture-Lab,37408D,1.0,4:00-5:50pm,Monday,15.0,0.0,0.0,Virginia Kuhn,SCIL106,IML
IML-354,Introduction to 3-D Modeling,,2.0 units,Lecture-Lab,37416D,1.0,1:00-3:50pm,Friday,20.0,0.0,0.0,Carrie Chen,SCIL105,IML
IML-424,The Music Festival Experience,,4.0 units,Lecture,37435R,1.0,4:00-6:50pm,Wednesday,48.0,0.0,0.0,Evan Hughes,SCB104,IML
IML-430,Advanced Platform: Visual Design,P,4.0 units,Lecture-Lab,37423D,1.0,10:00-12:50pm,Friday,15.0,0.0,0.0,,SCIL105,IML
IML-440,Thesis Studio,P,4.0 units,Lecture-Lab,37438D,1.0,4:00-5:50pm,Tuesday,15.0,0.0,0.0,Elizabeth Ramsey,SCIL106,IML
,,,,Lecture-Lab,37439D,1.0,4:00-5:50pm,Tuesday,15.0,0.0,0.0,David Johnson,SCIL104,IML
IML-453,Design Fiction and Speculative Futures,,4.0 units,Lecture-Lab,37443R,1.0,10:00-12:50pm,Tuesday,20.0,0.0,0.0,Aisling Kelliher,SCIL104,IML
IML-454,Advanced Platform: 3-D Design,P,4.0 units,Lecture-Lab,37426D,1.0,6:00-8:50pm,Wednesday,15.0,0.0,0.0,Todd Furmanski,SCIL105,IML
IML-466,Digital Studies Symposium,,2.0 units,Lecture,37450D,1.0,4:00-5:50pm,Thursday,50.0,0.0,0.0,Holly Willis,SCI106,IML
IML-477,Embodied Storytelling and Immersive Docu-Narratives,,4.0 units,Lecture-Lab,37451R,1.0,10:00-12:50pm,Wednesday,20.0,0.0,0.0,Michael Bodie,SCI207,IML
IML-490,Directed Research,P,"1.0-8.0 units, max 12",Lecture,37455D,1.0,TBA,,5.0,0.0,0.0,,OFFICE,IML
,,,,Lecture,37456D,1.0,TBA,,5.0,0.0,0.0,,OFFICE,IML
IML-501L,Digital Media Authorship and the Archive,C,4.0 units,Lecture-Lab,37462R,37.0,1:00-3:50pm,Wednesday,15.0,0.0,0.0,Virginia Kuhn,SCI209,IML
IML-560,Embodied Knowledge and the Fantastical,,4.0 units,Lecture-Lab,37472R,37.0,1:00-3:50pm,Thursday,15.0,0.0,0.0,Virginia Kuhn,SCI209,IML
IML-570,Topics in Ethnographic Media Arts,,"2.0-6.0 units, max 12",,,,,,,,,,,IML
,Ethnofiction,,4.0,Lecture-Lab,37473D,37.0,10:00-12:50pm,Tuesday,15.0,0.0,0.0,Stephanie Spray,SCI106,IML
IML-575,Graduate Media Arts Research Lab,,"2.0-4.0 units, max 8",,,,,,,,,,,IML
,"World Building, Narrative Design and Design Visualization",,2.0,Lecture-Lab,37475R,37.0,10:00-12:50pm,Friday,15.0,0.0,0.0,Alexander Mcdowell,RZC120,IML
,"Media, Machines and Memoirs",,4.0,Lecture-Lab,37476R,37.0,10:00-12:50pm,Thursday,15.0,0.0,0.0,Aisling Kelliher,SCI209,IML
IML-590,Directed Research,,1.0-12.0 units,Lecture,37480D,37.0,TBA,,5.0,0.0,0.0,,OFFICE,IML
,,,,Lecture,37481D,37.0,TBA,,5.0,0.0,0.0,,OFFICE,IML
,,,,Lecture,37482D,37.0,TBA,,5.0,0.0,0.0,,OFFICE,IML
