Course number,Course title,Instructor
HIST-493,"Law, History and Culture Honors Thesis Seminar",Christina Davidson
HIST-500,Introduction to Graduate Historical Studies,Joan Flores-Villalobos
HIST-515,Studies in Modern European History: Europe's 20th Century,Paul Lerner
HIST-535,Studies in Japanese History,Joan Piggott
HIST-542,"Readings in Science, Technology and Society",Aro Velmet
HIST-554,Readings in Chicano/Latino History,George Sanchez
HIST-567,Historical Scholarship on 19th Century America,Celeste Menchaca
HIST-568,Historical Scholarship on 20th and 21st Century America,Lon Kurashige
HIST-590,Directed Research,
HIST-594a,Master's Thesis,
HIST-594b,Master's Thesis,
HIST-594z,Master's Thesis,
HIST-595x,Practicum in Teaching the Liberal Arts,Jason Glenn
HIST-790,Research,
HIST-794a,Doctoral Dissertation,
HIST-794b,Doctoral Dissertation,
HIST-794c,Doctoral Dissertation,
HIST-794d,Doctoral Dissertation,
HIST-794z,Doctoral Dissertation,
ITAL-012x,Italian 120 Language Practicum,
ITAL-015x,Italian 150 Language Practicum,
ITAL-020x,Course in Reading Italian,Alessio Filippi
ITAL-120,Italian I,Francesca Ricciardelli
,,Francesca Leardini
,,Francesca Leardini
,,Francesca Ricciardelli
ITAL-150,Italian II,Antonio Idini
,,Francesca Leardini
,,Antonio Idini
ITAL-175,Accelerated Italian for Speakers of Spanish and Other Romance Languages,James Fortney
ITAL-220,Italian III,Alessio Filippi
,,Alessio Filippi
ITAL-222,Italian Professional Internship: Communication and Culture,Francesca Ricciardelli
ITAL-240,Italian IV,Antonio Idini
ITAL-270gw,Black Europe,Edwin Hill
,,
,,
,,
,,
ITAL-300g,Inventing Modern Italy,Gian-Maria Annovi
ITAL-374mg,Women Writers in Europe and America,Margaret Rosenthal
,,
,,
ITAL-382g,Dante,Ruggero Sciuto
ITAL-402,Studies in Modernity,Gian-Maria Annovi
ITAL-490x,Directed Research,
LING-110g,In a Word,
,,
,,
LING-115gw,Language and Society,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
LING-120,American Sign Language I,
LING-210g,Introduction to Linguistics,
,,
,,
,,
,,
,,
LING-275Lg,Language and Mind,Barry Schein Toby Mintz
,,
,,
,,
,,
LING-285Lg,Human Language and Technology,
,,
,,
,,
,,
,,
,,
LING-302,Introduction to Syntax,
LING-303,Introduction to Semantics and Pragmatics,
LING-307,Linguistic Theory and Communication Disorders,
LING-385Lg,Human Language as Computation,
,,
,,
LING-406,Psycholinguistics,
LING-412,Language and Law,
LING-433,Children's Learning and Cognitive Development,Sandy LaTourrette
LING-467,"Language, Linguistics and Mind",
LING-490x,Directed Research,
LING-497,Honors Thesis,
LING-505a,Seminar in Linguistics,
LING-505b,Seminar in Linguistics,
LING-505c,Seminar in Linguistics,
LING-506,Practicum in Phonetics and Phonology,
LING-507,Practicum in Syntax and Semantics,
LING-508,Practicum in Psycholinguistics,
LING-530,Generative Syntax,
LING-531a,Phonology,
LING-532,Current Issues in Syntactic Theory,
LING-534,Semantics,
LING-576,Psycholinguistics,
LING-580,General Phonetics,
LING-593x,Practicum in Teaching the Liberal Arts: Linguistics,
LING-595,Directed Readings,
LING-610,Seminar in Linguistic Theory,
LING-631,Seminar in Phonological Theory,
LING-635,Seminar in Syntax,
LING-676,Seminar in Psycholinguistics,
LING-790,Research,
,,
LING-794a,Doctoral Dissertation,
LING-794b,Doctoral Dissertation,
LING-794c,Doctoral Dissertation,
LING-794d,Doctoral Dissertation,
LING-794z,Doctoral Dissertation,
PHIL-101g,"Free People, Free Thought and Free Markets",Scott Soames Thomas Chaney
PHIL-103g,"Philosophy, Politics and Economics in Europe, from Renaissan",Jacob Soll
,,
,,
,,
,,
,,
,,
PHIL-122a,Reasoning and Argument,
PHIL-122b,Reasoning and Argument,
PHIL-170g,"Introduction to Philosophy, Politics and Economics and Law",Jake Monaghan
PHIL-174gw,"Freedom, Equality, and Social Justice",Jonathan Quong
,,
,,
,,
,,
,,
,,
PHIL-176gw,Introduction to Feminist Philosophy,Emily Tilton
,,
,,
,,
,,
,,
,,
PHIL-178gw,Moral Dilemmas in the Legal Domain,John Hawthorne
,,
,,
,,
,,
PHIL-220g,Introduction to Logic,Gabriel Uzquiano
,,
,,
,,
,,
,,
,,
,,
,,
PHIL-255gp,"Existentialism in Philosophy, Literature and Film",Edwin McCann
,,
,,
,,
,,
PHIL-258g,Probability and Rational Choice,Jeff Russell
,,
,,
,,
,,
PHIL-270g,Conceptual Foundations of Conflict,Mark Schroeder
,,
,,
,,
,,
PHIL-284gp,Ideas on Trial,Robin Jeshion
,,
,,
,,
,,
PHIL-336,Philosophy of Mind and Language,Robin Jeshion
PHIL-337,Political Philosophy,Collis Tahzib
PHIL-350,Intermediate Logic,Zlatan Damnjanovic
PHIL-360,Epistemology and Metaphysics,James Van Cleve
PHIL-363,Philosophy of Perception,Christina Dietz
PHIL-430,Philosophy of Law,Scott Soames
,,
,,
,,
,,
PHIL-431,"Law, Society, and Politics",Jonathan Quong
,,
,,
,,
,,
PHIL-437,Social and Political Philosophy,Sharon Lloyd
PHIL-442,History of Ethics to 1900,Jacob Soll
PHIL-450,The Limits of Logic,
PHIL-452,Modal Logic,Gabriel Uzquiano
PHIL-462,Philosophy of Mind,Sam Clarke
PHIL-463,Theories of Action,Kadri Vihvelin
PHIL-467,"Language, Linguistics and Mind",
PHIL-473,Wittgenstein,Edwin McCann
PHIL-475,"Topics in Philosophy, Politics and Economics",
PHIL-480,Philosophy of Mathematics,Zlatan Damnjanovic
PHIL-490x,Directed Research,
,,
,,
,,
PHIL-494,Senior Thesis,
,,
,,
PHIL-500,Introduction to Contemporary Philosophical Literature,John Hawthorne
PHIL-501,Seminar in Recent Philosophy,Robin Jeshion
PHIL-515,Studies in Ancient and Medieval Philosophy,Merrick Anderson
PHIL-537,Seminar in Social and Political Philosophy,Jake Monaghan
PHIL-565,Philosophy of Language,Barry Schein
PHIL-590,Directed Research,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
PHIL-593x,Teaching Philosophy,Mark Schroeder
PHIL-594a,Master's Thesis,
PHIL-594b,Master's Thesis,
PHIL-594z,Master's Thesis,
PHIL-700x,Dissertation Seminar,
PHIL-790,Research,
,,
,,
,,
,,
,,
,,
PHIL-794a,Doctoral Dissertation,
PHIL-794b,Doctoral Dissertation,
PHIL-794c,Doctoral Dissertation,
PHIL-794d,Doctoral Dissertation,
PHIL-794z,Doctoral Dissertation,
PHYS-100Lxg,The Physical World,Vahe Peroomian
,,
,,
,,
,,
,,
,,
PHYS-135aLg,Physics for the Life Sciences,Hamid Chabok
,,Aaron Wirthwein
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
PHYS-135bL,Physics for the Life Sciences,Lara Martini
,,James Boedicker
,,
,,
,,
,,
,,
,,
,,
,,
PHYS-141L,Special Laboratory I,
PHYS-142L,Special Laboratory II,
PHYS-151Lg,Fundamentals of Physics I: Mechanics and Thermodynamics,Christopher Gould
,,Bo Shrewsbury
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
PHYS-152L,Fundamentals of Physics II: Electricity and Magnetism,Lara Martini
,,Vahe Peroomian
,,Aaron Wirthwein
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
PHYS-153L,Fundamentals of Physics III: Optics and Modern Physics,Loic Anderegg
,,
,,
,,
,,
,,
,,
PHYS-162L,Advanced Principles of Physics II,Lara Martini
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
PHYS-190,Physics Discovery Series,Kris Pardo
,,Kris Pardo
,,Kris Pardo
PHYS-200Lxg,The Physics and Technology of Energy,Peter Chung
,,
,,
PHYS-304,Mechanics,Aaron Wirthwein
PHYS-408a,Electricity and Magnetism,Vitaly Kresin
PHYS-438b,Introduction to Quantum Mechanics and its Applications,Eli Levenson-Falk
PHYS-444,Physical Biology: From Molecules to Cells,Peter Foster
PHYS-490x,Directed Research,
PHYS-492L,Senior Lab,Kelly Luo
,,Kelly Luo
PHYS-495,Senior Project,
PHYS-500,Graduate Colloquium,
PHYS-504,Advanced Mechanics,Krzysztof Pilch
PHYS-510,Methods of Theoretical Physics,Paolo Zanardi
PHYS-514,Methods of Experimental Physics,
PHYS-518,Thermodynamics and Statistical Mechanics,Christoph Haselwandter
PHYS-558b,Quantum Mechanics,Itzhak Bars
PHYS-559,Quantum Devices,Eli Levenson-Falk
PHYS-590,Directed Research,
PHYS-593,Practicum in Teaching Physics and Astronomy,Bo Shrewsbury
PHYS-594a,Master's Thesis,
PHYS-594b,Master's Thesis,
PHYS-594z,Master's Thesis,
PHYS-596,Internship for Curricular Practical Training,
PHYS-750o,Off Campus Studies,
PHYS-790,Research,
PHYS-794a,Doctoral Dissertation,
PHYS-794b,Doctoral Dissertation,
PHYS-794c,Doctoral Dissertation,
PHYS-794d,Doctoral Dissertation,
PHYS-794z,Doctoral Dissertation,
POIR-590,Directed Research,
POIR-593,Practicum in Teaching Politics and International Relations,Carol Wise
POIR-596,Internship for Curricular Practical Training,
,,
POIR-599,Special Topics,
,Political Economy and Public Policy,Jefferey Sellers
POIR-610,Research Design,Sherry Zaks
POIR-611,Introduction to Regression Analysis,Dan Schrage
POIR-613,Topics in Quantitative Analysis,
POIR-616,Advanced Quantitative Methods,Varun Karekurve-Ramachandra
POIR-618,Problems of American Politics,
,Seminar in Problems of American Politics,Christian Phillips
POIR-660,Introduction to International Relations Theory,Jacques Hymans
POIR-790,Research,
POIR-794a,Doctoral Dissertation,
POIR-794b,Doctoral Dissertation,
POIR-794c,Doctoral Dissertation,
POIR-794d,Doctoral Dissertation,
POIR-794z,Doctoral Dissertation,
SOCI-155mg,Immigrant America,Jody Agius Vallejo
,,
,,
,,
,,
SOCI-169mg,Changing Family Forms,Jennifer Hook
,,
,,
,,
,,
SOCI-200mg,Introduction to Sociology,Juliana Mc Gene
,,
,,
,,
,,
,,
,,
SOCI-210g,"Science, Technology, and Social Conflict",
,,
,,
SOCI-242g,"Sociology, Demography and Health",Juliana Mc Gene
,,
,,
,,
,,
,,
,,
SOCI-270g,Sociological Theory,Alexandra Brewer
,,Robert Werth
SOCI-305m,Sociology of Childhood,Karen Sternheimer
SOCI-313L,Sociological Research Methods,Karen Sternheimer
,,Dan Lainer-Vos
SOCI-314Lg,Analyzing Social Statistics,Tim Biblarz
,,Tim Biblarz
SOCI-325,Applied Social Research Methods,Daniela Urbina Julio
SOCI-335,Society and Population,Emily Smith-Greenaway
SOCI-336,"Health, Gender and Ethnicity",Atia Sattar
SOCI-353,"Crime, Punishment and Society",Robert Werth
SOCI-360m,"Social Inequality: Class, Status and Power",Karen Sternheimer
SOCI-369,The Family in a Changing Society,Juliana Mc Gene
SOCI-440,Environmental Sociology,Dan Lainer-Vos
SOCI-460,Key Issues in Contemporary International Migration,
SOCI-475,Medical Sociology,Juliana Mc Gene
SOCI-490x,Directed Research,
,,
SOCI-500,Sociology Professional Seminar,Jody Agius Vallejo
SOCI-510,Sociological Theory I,Hajar Yazdiha
SOCI-521L,Quantitative Methods and Statistics I,Dan Schrage
SOCI-590,Directed Research,
,,
SOCI-593,Practicum in Teaching the Liberal Arts,Karen Sternheimer
SOCI-620,Advanced Methods--Qualitative Research,Alexandra Brewer
SOCI-647,"Political Sociology: Politics, Symbols and Everyday Life",Nina Eliasoph
SOCI-654,Social Movements,Hajar Yazdiha
SOCI-790,Research,
SOCI-794a,Doctoral Dissertation,
SOCI-794b,Doctoral Dissertation,
SOCI-794c,Doctoral Dissertation,
SOCI-794d,Doctoral Dissertation,
SOCI-794z,Doctoral Dissertation,
SPAN-120,Spanish I,Martin Ocon-Gamarra
,,Jamie Fudacz
,,Jaclyn Cohen-Steinberg
,,Jamie Fudacz
,,Goretti Prieto Botana
,,
SPAN-150,Spanish II,
,,Jaclyn Cohen-Steinberg
,,Leah Kemp
,,Ivette Gomez
,,Maura Crowley
,,Maura Crowley
,,Leah Kemp
,,Gayle Fiedler-Vierma
,,Lorena Gallego
,,Liana Stepanyan
,,Marie Enright
,,Jaclyn Cohen-Steinberg
,,Karen Perez
,,Jamie Fudacz
,,Maria Mercedes Fages Agudo
,,
,,Gayle Fiedler-Vierma
,,Martin Ocon-Gamarra
,,Martin Ocon-Gamarra
,,
,,Maria Mercedes Fages Agudo
,,David Zarazua
,,Karen Perez
SPAN-220,Spanish III,Consuelo Siguenza-Ortiz
,,Lori Mesrobian
,,Liana Stepanyan
,,
,,Ivette Gomez
,,Anahit Hakoupian
,,Lorena Gallego
,,Ivette Gomez
,,Anahit Hakoupian
,,Marie Enright
,,Maura Crowley
,,Consuelo Siguenza-Ortiz
,,Liana Stepanyan
,,Marie Enright
,,David Zarazua
,,David Zarazua
,,Sarah Portnoy
,,Andrea Parra
,,
,,Leah Kemp
,,
,,Lorena Gallego
,,Anahit Hakoupian
SPAN-240,Spanish IV,Lori Mesrobian
SPAN-260,Advanced Spanish: Arts and Sciences,Lori Mesrobian
,,Andrea Parra
,,Maria Mercedes Fages Agudo
SPAN-280x,Conversational Spanish,Marianna Chodorowska-Pilch
,,Marianna Chodorowska-Pilch
SPAN-295g,Gender and Sexuality in Latin American and Spanish Cinema,Julian Gutierrez-Albilla
SPAN-301,Introduction to Literature and Film,Natalia Perez
,,
SPAN-310,Structure of Spanish,Marianna Chodorowska-Pilch
,,Marianna Chodorowska-Pilch
SPAN-315,Advanced Grammar and Translation,Gayle Fiedler-Vierma
SPAN-316x,Spanish for the Professions,
,Medicine and Healthcare,Consuelo Siguenza-Ortiz
,Journalism and Social Media,Karen Perez
SPAN-372,Modern and Contemporary Latin American Fiction,Erin Graff Zivin
SPAN-375,Latin American Cultural and Literary Theory,Natalie Belisle
SPAN-385,The Culture of Food in Hispanic Los Angeles,Sarah Portnoy
SPAN-460,Don Quijote: Text and Film,Sherry Velasco
SPAN-483,Gender and Sexuality,Natalia Perez
SPAN-501,Cultural Narratives of Spain and Latin America,
SPAN-592,Practicum in Teaching Spanish,Goretti Prieto Botana
ART-105,Art and Design Studio I,
,,Paul Donald Brian O'Connell
ART-106,Art and Design Studio II,Paul Donald China Adams
ART-110,Drawing for Art and Design,
,,Karen Liebowitz
ART-120,Painting I,Karen Liebowitz
,,
ART-130,Ceramics I,Thomas Mueller
,,Thomas Mueller
ART-131,Wheel Throwing,
,,
ART-140,Sculpture I,Ruben Ochoa
ART-141xg,Creating and Understanding Visuals,Paul Donald
ART-149,Black and White Film and Darkroom Photography,Julia Paull
,,Julia Paull
ART-150,Introduction to Photography: Process and Concept,Caroline Clerc
,,Caroline Clerc
ART-205,Foundation Studio Intensive,Sherin Guirguis
ART-207a,Two-Dimensional Art Workshop,
ART-207b,Two-Dimensional Art Workshop,
ART-260,Introduction to Video: Projection and Virtual Worlds in Art,Patty Chang
ART-280,Studio Critique I,Nao Bustamante
ART-310,Drawing II,Karen Liebowitz
ART-312,Comics Project,
,,Keith Mayerson
ART-314,Illustration for Art and Design,
ART-320,Painting II,Edgar Arceneaux
ART-330,Ceramics II,
ART-350,"Intermediate Photography: Studio, Field, Independent Project",Caroline Clerc
ART-362,Ideas in Intermedia,
,Artificial Intelligence,Jean Robison
ART-380,Studio Critique II,
ART-410,Topics in Advanced Drawing,
ART-414,Advanced Illustration for Art and Design,
ART-415,Studies in Drawing and Painting,
,Figure Drawing,
ART-416,Ideation of Visual Worlds,
ART-418,Independent Studies in Studio Arts,
,2D Projects,Edgar Arceneaux
,3D Projects,Thomas Mueller
,4D Projects,Julia Paull
ART-419,Professional Internship in the Arts,Antonio Bartolome
ART-430,Topics in Advanced Ceramics,Thomas Mueller
ART-441,Installation Art,Ruben Ochoa
ART-443,Woodworking,
ART-444,Modeling and Mold Making,
ART-445,Metal,
ART-451,Large Format Photography,
ART-460,Post-Material Studio,Patty Chang
ART-461,Motion Graphics for Art and Video,Jean Robison
ART-485,Studio Capstone,Ruben Ochoa
ART-515,Visiting Artist and Scholar Seminar,Andrew Campbell
ART-520,Individual Studies,Jennifer West Sherin Guirguis Keith Mayerson
,,Jennifer West Sherin Guirguis Keith Mayerson
ART-535,Group Critique,Edgar Arceneaux
ART-545,Professional Practice,Edgar Arceneaux
ART-590,Directed Research,
ART-594a,Master's Thesis,Jennifer West
ART-594z,Master's Thesis,Jennifer West
BAEP-423,Management of Small Businesses,Glenn Fox
,,Glenn Fox
BAEP-450,Fundamentals of Entrepreneurship,
,,
,,
,,
BAEP-452,Feasibility Analysis,
BAEP-453,Venture Management,
BAEP-455,Founder's Dilemmas,
BAEP-460,Seminar in Entrepreneurship,
,Philanthropy and Social Impact,
BAEP-465,Digital Playbook for Entrepreneurs: Creating a Tech Startup,
,,
BAEP-472,The Science of Peak Performance,
BAEP-473,Sales Mindset for Entrepreneurs,
BAEP-475,Entertainment Entrepreneurship,
BAEP-476,Green Entrepreneurship,
BAEP-477,"Entrepreneurial Imagination: Past, Present and Future",
BAEP-480,Entrepreneurial Family Business,
BAEP-491,Introduction to Social Entrepreneurship,
BAEP-495,Practicum in Business Issues (Internship),
BAEP-497,Field Project in Entrepreneurship,
BAEP-552,Venture Feasibility,
BAEP-553,Cases in New Venture Management,
BAEP-555,Founder's Dilemmas: Anticipate and Avoid Startup Pitfalls,
BAEP-556,Technology Feasibility,
BAEP-558,The Entrepreneurial Advisor: Problem Solving for Early-Stage Companies,Abby Fifer Mandell
,,Abby Fifer Mandell
BAEP-559,Investing in New Ventures,
BAEP-561,Entrepreneurship in Innovative Industries: Life Sciences,
BAEP-564,Investing in Impact Ventures,
BAEP-565,Venture Lab,
BAEP-566,Cases in Feasibility Analysis for Social Ventures,
BAEP-571,Social Innovation Design,
BAEP-572,Performance Mindset for Business,
BAEP-575,Entrepreneurship in the Media and Entertainment Industry,
BAEP-577,The Entrepreneurial CEO: The Real World of Leading Startups,
BAEP-585,Seminar: The Entrepreneurial Mindset,
,,
BAEP-590,Directed Research,
BAEP-592,Field Research in Business Entrepreneurship,
,,
BAEP-593,Independent Research in Business Entrepreneurship,
BAEP-595,Internship in Business Entrepreneurship,
BAEP-596,Research Practicum in Business Entrepreneurship,
BAEP-597,Consulting Project in Business Entrepreneurship,
BME-101,Introduction to Biomedical Engineering,Jesse Yen
,,
,,
BME-202,Control and Communication in the Nervous System,Bartlett Mel
,,Bartlett Mel
,,
,,
,,
,,
BME-302L,Medical Electronics,Jean-Michel Maarek
,,
,,
BME-403L,Physiological Systems,Vasileios Christopoulos Mack Yang
,,
,,
BME-405L,Senior Projects: Measurements and Instrumentation,John Mai
,,
BME-406,Introduction to Bioengineering in Medicine,Keyue Shen
BME-408,Rehabilitation Engineering and Assistive Technologies,Brittany Kay
BME-413,Bioengineering Signals and Systems,Shaoying Lu
,,Brent Liu
,,
,,
BME-423,Statistical and Data Science Methods in Biomedical Engineeri,David D'Argenio
,,Brittany Kay
,,
,,
BME-430,Principles and Applications of Systems Biology,Stacey Finley
,,
BME-451L,Fundamentals of Biomedical Microdevices,Alexander Baldwin
,,
BME-490x,Directed Research,
BME-499,Special Topics 10,
,Senior Design Project,John Mai
,Senior Design Project,John Mai
,Senior Design Project,John Mai
BME-501,Advanced Topics in Biomedical Systems,Stan Yamashiro
,,Stan Yamashiro
BME-502,Advanced Studies of the Nervous System,Jennifer Treweek
,,Jennifer Treweek
BME-504,Neuromuscular and Bio-Robotic Systems,Francisco Valero-Cuevas
,,
BME-505aL,Laboratory Projects in Biomedical Engineering,Brent Liu
BME-511,Physiological Control Systems,Michael Khoo
,,
,,Michael Khoo
,,
BME-513,Signal and Systems Analysis,Vasilis Marmarelis
BME-514,Physiological Signals and Data Analytics,Michael Khoo
BME-521,Thermal and Biological Transport Phenomena I,Satwindar Sadhal
,,Satwindar Sadhal
BME-527,Integration of Medical Imaging Systems,Brent Liu
,,Brent Liu
BME-533,Seminar in Bioengineering,Megan McCain
,,Megan McCain
BME-535L,Ultrasonic Imaging,Qifa Zhou
,,
BME-559,Nanomedicine and Drug Delivery,Eun Ji Chung
BME-590,Directed Research,Megan McCain
BME-594a,Master's Thesis,Megan McCain
BME-594b,Master's Thesis,Megan McCain
BME-594z,Master's Thesis,Megan McCain
BME-620L,Applied Electrophysiology,Jerry Loeb
,,
BME-650,Biomedical Measurement and Instrumentation,Jerry Loeb Maral Mousavi
BME-790,Research,Megan McCain
,,Megan McCain
BME-794a,Doctoral Dissertation,Megan McCain
BME-794b,Doctoral Dissertation,Megan McCain
BME-794c,Doctoral Dissertation,Megan McCain
BME-794d,Doctoral Dissertation,Megan McCain
BME-794z,Doctoral Dissertation,Megan McCain
CE-106,Introduction to Civil Engineering,Amy Rechenmacher
CE-110,Introduction to Environmental Engineering,Amy Childress Adam Smith Kandis Leslie Abdul-Aziz Felipe De Barros Daniel McCurry Kelly Sanders Adam Simpson Jiachen Zhang
CE-119,Statistical Data Analysis in Engineering,Audrey Olivier
CE-215,Statics and Dynamics,Mihailo Trifunac
,,
CE-334L,Mechanical Behavior of Materials,Bora Gencturk
,,
,,
,,
,,
CE-358L,Elementary Theory of Structures,Mihailo Trifunac
,,
,,
CE-408,Risk and Decision Analysis in Civil Engineering,Roger Ghanem
CE-410L,Introduction to Environmental Engineering Microbiology,Adam Smith
,,
CE-430,Sustainable Transportation,Eric Shen
CE-450,Coastal Engineering and Design,Patrick Lynett
CE-453,Water Quality Science and Engineering,Adam Simpson
,,
CE-456,Structural Design I,Maria Mohammed
CE-459,Introduction to Structural Dynamics,Mihailo Trifunac
CE-460,Construction Engineering,Henry Koffman
CE-469,Sustainable Design and Construction,Henry Koffman
CE-470,Building Information Modeling: Project Visualization and Sim,Burcin Becerik
CE-471,Principles of Transportation Engineering,Ruolin Li
CE-482,Subsurface Foundation Design,Amy Rechenmacher
CE-485,Water and Wastewater Treatment Design,Wonho Song
CE-490x,Directed Research,
CE-501,"Architecture, Engineering and Construction Practices",Sandra Ichiho
CE-502,"Construction Accounting, Finance and Strategy",Ed Reynolds
,,Ed Reynolds
CE-507,Mechanics of Solids I,Thomas Petersen
,,Thomas Petersen
CE-521,Transportation Systems Analysis,Ketan Savla
CE-523,Physiochemical Processes in Environmental Engineering,Amy Childress
CE-529,Finite Element Analysis,Abdel-Salam Niazy
,,Abdel-Salam Niazy
,,
,,
CE-531,Quantifying Uncertainty in Civil &amp; Environmental Engineering,Audrey Olivier
,,
CE-535,Earthquake Engineering: Strong Motion Studies,
CE-537,Advanced Reinforced Concrete,Bora Gencturk
CE-538,Prestressed Concrete,Navid Nastar
CE-539,Advanced Steel Structures,
,,
CE-553,Biological Processes in Environmental Engineering,Adam Smith
CE-564,Construction Planning and Preconstruction,Jonathan Holzer
,,Jonathan Holzer
CE-573,Advanced Technologies in AEC Practices,David Gerber
,,David Gerber
CE-574,Construction Means and Methods,Daniel Mcauliffe
,,Daniel Mcauliffe
CE-577,Data Analytics for Surface Transportation,Roxana Javid
CE-579,Legal Issues in Transportation Planning,Patrick Harder
CE-584,Intelligent Transportation Operations,Roxana Javid
CE-590,Directed Research,
CE-634,Institutional and Policy Issues in Transportation,
CE-790,Research,
CE-794a,Doctoral Dissertation,
CE-794c,Doctoral Dissertation,
CE-794d,Doctoral Dissertation,
CE-794z,Doctoral Dissertation,
CHEM-050x,General Chemistry Tutorial,
CHEM-102,The Molecular World,Jessica Parr
,,
CHEM-103Lxg,General Chemistry for the Environment and Life,Thomas Bertolini
,,
,,
,,
,,
,,
,,
CHEM-105aLg,General Chemistry,Thomas Bertolini
,,
,,Stuart Moon
,,
,,Jessica Parr
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
CHEM-105bL,General Chemistry,Rebecca Broyer
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
CHEM-107Lg,General Chemistry for Chemistry Majors,Alexander Benderskii
,,
,,
,,
,,
,,
CHEM-115aLg,Advanced General Chemistry,Hanna Reisler Jessica Parr
,,
,,
,,
,,
,,
CHEM-204Lg,"Pandemics Shaping Our World: Past, Present and Future",Charles Mc Kenna
,,
,,
,,
CHEM-205Lxg,"Chemical Forensics: The Science, and Its Impact",Thomas Bertolini Rebecca Broyer
,,
,,
,,
,,
,,
,,
CHEM-250x,Organic Chemistry Tutorial A,Rebecca Broyer
CHEM-290aL,Special Laboratory,
CHEM-290bL,Special Laboratory,
CHEM-290cL,Special Laboratory,
CHEM-290dL,Special Laboratory,
CHEM-292,Supervised Research,
CHEM-294,Undergraduate Research Seminar,Susumu Takahashi
CHEM-300L,Analytical Chemistry,Michael Inkpen
,,
,,
,,
,,
CHEM-322aL,Organic Chemistry,Stuart Moon
,,Kyung Jung
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
CHEM-322bL,Organic Chemistry,Rebecca Broyer
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
CHEM-325aL,Organic Chemistry,Travis Williams
,,
,,
,,
,,
,,
,,
CHEM-330L,Biochemistry,Christa Bancroft Grayson Jaggers
,,
,,
,,
CHEM-350,Molecular Principles of Biochemistry,Chiho Mak
,,
,,
,,
,,
CHEM-426,Advanced Organic Chemistry,Chao Zhang
CHEM-430,Physical Chemistry: Thermodynamics and Kinetics,Jahan Dawlaty
,,
,,
,,
CHEM-467,Advanced Chemical Biology Laboratory,Peter Qin
CHEM-490x,Directed Research,
CHEM-494x,Advanced Research Experience,
,,
CHEM-515,Structure and Bonding in Inorganic and Organometallic Chemis,Richard Brutchey
,,
CHEM-516,"Synthesis, Reactivity, and Mechanism in Inorganic and Organo",Megan Fieser
CHEM-521,Basic Principles of Physical Methods in Biochemistry,Peter Qin
CHEM-526,Structure and Mechanism in Organic Chemistry,Elias Picazo
,,
CHEM-538,Mathematical Techniques of Physical Chemistry,Andrey Vilesov
CHEM-544,Introduction to Quantum Chemistry,Susumu Takahashi
CHEM-545,Theory and Practice of Molecular Electronic Structure,Anna Krylov
CHEM-550,Special Topics in Chemical Physics,Curt Wittig
CHEM-570,Seminar in Chemical Biology,Matthew Pratt
CHEM-580,Current Topics in Inorganic Chemistry and Nanoscience,Richard Brutchey
,,
CHEM-590,Directed Research,
CHEM-593x,Practicum in Teaching Chemistry,
CHEM-594a,Master's Thesis,
CHEM-594b,Master's Thesis,
CHEM-594z,Master's Thesis,
CHEM-596,Internship for Curricular Practical Training,
CHEM-790,Research,
CHEM-794a,Doctoral Dissertation,
CHEM-794b,Doctoral Dissertation,
CHEM-794c,Doctoral Dissertation,
CHEM-794d,Doctoral Dissertation,
CHEM-794z,Doctoral Dissertation,
CMGT-502,Strategic Organizational Communication,Jessica Neff
CMGT-505,Communication in Work Settings,Brad Shipley
CMGT-508,Communicating Strategy and Change,Brad Shipley
CMGT-510,Communication and Persuasion,Sheila Murphy
CMGT-514,Analytical Tools for Communication Decisions,Jessica Neff
,,Mathew Curtis
CMGT-517,Communication in the Luxury Fashion Industry,Alexis Brunswick
,,Alexis Brunswick
CMGT-519,Analyzing Communication Strategies: Self-Care Segments,Jennifer Houghton
CMGT-529,Creator Culture and Industries,David Craig Andrew Leonard
CMGT-532,Partnerships in the U.S. Media Industry,Steven Dustin Bomar Monica Koyama
CMGT-537,"The Industry, Science and Culture of Video Games",Dmitri Williams
CMGT-540,Uses of Communication Research,Mathew Curtis Courtney Pade
CMGT-541,Integrated Communication Strategies,Marina Kosten
CMGT-544,Creating Differentiation for Organizations: Meaning and Grow,Simon Uwins
CMGT-546,Sports Media and Society,Eric Markgraf
